3438
28	15	0
5	12	0
30	10	0
5	9	0
25	39	0
24	14	0
24	38	0
26	24	0
28	16	0
27	17	0
26	36	0
9	8	0
27	38	0
24	18	0
14	30	0
37	31	0
18	26	0
23	12	0
26	36	0
33	31	0
28	38	0
30	13	0
27	13	0
36	31	0
32	10	0
24	39	0
28	38	0
29	35	0
8	13	0
8	12	0
12	10	0
10	11	0
25	35	0
33	10	0
14	31	0
25	15	0
9	13	0
25	24	0
29	12	0
33	9	0
25	23	0
23	38	0
27	21	0
29	15	0
8	9	0
21	22	0
23	11	0
37	6	0
27	18	0
4	13	0
12	4	0
31	0	0
27	15	0
7	38	0
4	37	0
24	18	0
11	36	0
11	36	0
15	21	0
1	11	0
28	34	0
27	36	0
13	9	0
37	7	0
36	4	0
26	19	0
23	8	0
27	24	0
28	25	0
18	27	0
13	34	0
32	32	0
22	16	0
23	19	0
26	19	0
27	23	0
22	7	0
15	28	0
10	9	0
25	13	0
24	11	0
26	10	0
15	29	0
23	15	0
32	31	0
7	12	0
20	24	0
26	20	0
26	20	0
13	26	0
32	37	0
31	13	0
27	11	0
38	30	0
14	29	0
20	24	0
33	9	0
29	12	0
14	31	0
29	14	0
38	31	0
27	24	0
14	30	0
38	29	0
10	37	0
29	32	0
16	27	0
24	8	0
24	7	0
25	16	0
24	17	0
31	3	0
21	7	0
2	38	0
0	38	0
17	20	0
13	9	0
21	29	0
6	12	0
23	16	0
27	17	0
17	23	0
34	32	0
25	16	0
14	30	0
24	19	0
13	29	0
38	4	0
17	26	0
34	32	0
31	35	0
23	10	0
10	12	0
32	30	0
33	10	0
37	7	0
9	15	0
17	25	0
24	38	0
24	23	0
28	16	0
28	9	0
8	15	0
34	8	0
24	16	0
26	17	0
10	38	0
1	39	0
23	16	0
24	13	0
35	8	0
28	38	0
26	39	0
6	11	0
32	9	0
30	12	0
9	8	0
28	14	0
22	15	0
33	32	0
23	8	0
26	16	0
16	29	0
28	18	0
20	28	0
25	18	0
15	27	0
28	23	0
27	26	0
26	9	0
31	8	0
6	14	0
25	20	0
26	17	0
12	5	0
29	8	0
23	14	0
32	39	0
18	26	0
22	16	0
34	28	0
24	17	0
33	33	0
23	14	0
8	11	0
21	24	0
34	29	0
17	28	0
29	36	0
11	10	0
31	9	0
8	15	0
29	12	0
30	38	0
16	26	0
24	36	0
36	29	0
31	9	0
34	33	0
23	10	0
33	28	0
24	13	0
29	13	0
8	10	0
31	37	0
26	9	0
28	17	0
13	29	0
39	30	0
34	29	0
32	5	0
37	29	0
30	1	0
32	38	0
24	17	0
25	17	0
22	16	0
35	5	0
12	8	0
35	4	0
13	8	0
35	6	0
29	38	0
13	4	0
25	12	0
25	14	0
34	30	0
34	31	0
30	13	0
27	12	0
7	11	0
14	26	0
30	36	0
33	36	0
23	18	0
34	34	0
10	13	0
33	35	0
7	12	0
13	22	0
15	23	0
32	26	0
14	9	0
0	39	0
37	7	0
36	5	0
