3438
21	30	0
16	20	0
28	28	0
23	35	0
38	20	0
27	22	0
15	11	0
27	21	0
31	20	0
28	19	0
36	17	0
32	27	0
35	17	0
36	10	0
38	11	0
21	34	0
1	26	0
23	33	0
15	15	0
38	12	0
32	18	0
36	21	0
27	27	0
20	33	0
34	20	0
36	19	0
32	18	0
32	22	0
10	16	0
15	24	0
31	35	0
14	25	0
20	28	0
33	19	0
35	11	0
27	22	0
28	28	0
39	23	0
29	29	0
31	30	0
32	22	0
15	16	0
28	18	0
15	17	0
32	29	0
9	13	0
16	29	0
5	26	0
17	17	0
25	19	0
26	25	0
32	28	0
18	33	0
38	18	0
35	39	0
18	15	0
17	12	0
17	12	0
4	37	0
22	36	0
21	38	0
37	16	0
8	39	0
5	25	0
4	26	0
30	16	0
9	22	0
26	19	0
2	24	0
1	26	0
2	12	0
38	13	0
29	19	0
37	14	0
28	15	0
28	22	0
38	26	0
22	28	0
29	32	0
28	25	0
13	20	0
38	24	0
36	13	0
23	28	0
29	20	0
38	22	0
16	25	0
14	16	0
39	23	0
32	20	0
25	31	0
29	29	0
27	28	0
22	32	0
39	12	0
27	29	0
30	31	0
28	27	0
36	13	0
35	22	0
23	30	0
28	22	0
37	11	0
19	31	0
17	14	0
32	32	0
23	27	0
10	21	0
0	25	0
26	17	0
27	16	0
37	26	0
14	27	0
36	29	0
4	36	0
30	34	0
6	27	0
23	26	0
21	27	0
22	28	0
29	20	0
22	35	0
30	17	0
27	17	0
35	11	0
18	15	0
39	11	0
39	28	0
15	19	0
32	18	0
26	26	0
3	26	0
15	25	0
30	21	0
34	20	0
12	39	0
39	24	0
31	23	0
36	18	0
8	0	0
31	21	0
17	25	0
37	23	0
25	34	0
26	17	0
27	19	0
16	13	0
5	37	0
28	20	0
26	24	0
28	33	0
35	18	0
35	18	0
39	25	0
28	30	0
29	29	0
30	26	0
36	23	0
19	27	0
21	33	0
9	22	0
30	17	0
36	14	0
13	16	0
26	23	0
17	16	0
17	18	0
25	20	0
0	26	0
12	21	0
30	27	0
17	24	0
35	16	0
27	16	0
3	28	0
11	22	0
27	23	0
7	21	0
12	22	0
29	19	0
29	26	0
27	15	0
21	29	0
26	24	0
26	28	0
17	31	0
25	27	0
19	32	0
32	22	0
26	35	0
29	31	0
9	20	0
32	29	0
31	23	0
27	25	0
35	16	0
18	30	0
31	28	0
20	29	0
13	25	0
15	26	0
27	25	0
27	27	0
32	29	0
23	34	0
19	26	0
27	20	0
37	11	0
22	33	0
17	30	0
16	27	0
20	30	0
36	25	0
2	25	0
29	16	0
27	16	0
28	19	0
5	25	0
6	25	0
23	36	0
39	27	0
37	30	0
33	20	0
3	25	0
26	26	0
23	28	0
20	34	0
20	34	0
37	20	0
17	32	0
18	31	0
32	21	0
23	31	0
27	26	0
36	16	0
21	31	0
26	30	0
34	24	0
11	17	0
13	1	0
34	38	0
32	32	0
7	27	0
7	26	0
37	28	0
38	29	0
25	26	0
6	20	0
24	30	0
13	22	0
21	34	0
26	34	0
19	32	0
18	31	0
16	27	0
20	31	0
34	18	0
39	23	0
37	28	0
28	30	0
26	34	0
36	25	0
36	30	0
11	19	0
21	29	0
31	27	0
30	27	0
25	32	0
16	28	0
11	19	0
23	31	0
9	18	0
18	17	0
20	28	0
2	26	0
35	14	0
1	24	0
19	33	0
14	26	0
31	25	0
28	23	0
26	26	0
33	35	0
33	34	0
33	36	0
22	35	0
36	31	0
11	21	0
26	27	0
15	25	0
30	23	0
20	34	0
20	33	0
31	32	0
32	27	0
5	26	0
17	22	0
12	18	0
10	1	0
36	25	0
39	30	0
27	25	0
27	17	0
31	23	0
15	25	0
32	32	0
8	25	0
39	14	0
8	21	0
37	26	0
39	22	0
34	25	0
23	32	0
10	1	0
10	22	0
13	27	0
9	25	0
36	29	0
33	28	0
34	28	0
23	31	0
16	26	0
33	23	0
27	34	0
8	24	0
27	25	0
5	27	0
5	27	0
36	29	0
33	37	0
36	31	0
36	26	0
30	23	0
21	34	0
25	26	0
13	22	0
28	26	0
15	20	0
26	31	0
35	26	0
30	25	0
26	18	0
29	27	0
30	24	0
23	33	0
39	14	0
17	19	0
28	26	0
25	31	0
10	1	0
25	34	0
27	30	0
18	32	0
39	14	0
9	24	0
11	23	0
26	19	0
34	23	0
26	24	0
37	20	0
32	36	0
36	31	0
36	31	0
36	25	0
25	33	0
26	17	0
25	27	0
37	12	0
7	22	0
39	14	0
35	27	0
27	34	0
28	31	0
16	25	0
3	32	0
25	35	0
26	32	0
16	23	0
25	28	0
19	33	0
33	21	0
6	25	0
29	28	0
17	28	0
27	24	0
35	25	0
38	20	0
19	25	0
28	25	0
36	22	0
38	22	0
1	25	0
31	22	0
39	15	0
38	14	0
24	35	0
24	32	0
38	29	0
28	25	0
26	26	0
29	26	0
29	23	0
3	29	0
36	11	0
32	25	0
26	25	0
1	27	0
6	25	0
7	25	0
17	32	0
37	29	0
7	24	0
23	34	0
31	33	0
39	18	0
34	32	0
24	33	0
39	32	0
14	14	0
16	30	0
12	0	0
5	34	0
32	36	0
39	13	0
18	16	0
0	26	0
24	28	0
33	25	0
20	32	0
36	13	0
25	32	0
36	10	0
28	16	0
35	28	0
2	25	0
1	25	0
39	13	0
27	35	0
9	24	0
14	20	0
22	35	0
36	14	0
26	27	0
37	12	0
17	17	0
26	18	0
1	24	0
8	21	0
21	32	0
34	22	0
28	22	0
12	24	0
38	15	0
26	26	0
38	24	0
24	29	0
18	28	0
32	25	0
36	15	0
39	10	0
14	13	0
28	17	0
31	27	0
35	23	0
32	24	0
30	18	0
36	13	0
37	21	0
32	26	0
34	21	0
20	30	0
29	18	0
28	24	0
2	25	0
21	34	0
36	11	0
37	28	0
7	26	0
37	10	0
34	18	0
33	17	0
36	28	0
17	31	0
33	19	0
39	25	0
17	25	0
30	19	0
35	16	0
28	18	0
28	21	0
32	27	0
13	24	0
39	29	0
12	1	0
3	39	0
26	35	0
6	26	0
31	36	0
4	28	0
6	22	0
36	14	0
27	19	0
23	30	0
23	35	0
24	36	0
38	21	0
28	29	0
37	25	0
37	14	0
27	19	0
12	18	0
15	14	0
34	36	0
18	15	0
35	10	0
9	0	0
13	15	0
26	28	0
0	25	0
32	20	0
21	33	0
38	11	0
39	14	0
21	29	0
11	19	0
37	28	0
37	20	0
38	21	0
38	22	0
36	12	0
0	35	0
34	16	0
34	21	0
28	24	0
28	18	0
27	17	0
28	20	0
23	28	0
35	16	0
38	24	0
11	18	0
12	15	0
39	24	0
13	19	0
19	30	0
9	13	0
11	13	0
35	24	0
24	36	0
37	22	0
28	27	0
13	0	0
37	34	0
33	31	0
5	26	0
33	31	0
5	27	0
4	32	0
32	10	0
3	30	0
21	25	0
29	21	0
22	30	0
17	27	0
14	13	0
29	23	0
38	14	0
27	16	0
29	16	0
36	10	0
39	13	0
22	27	0
23	32	0
23	31	0
39	14	0
25	22	0
32	36	0
10	0	0
26	16	0
23	29	0
10	24	0
28	30	0
13	18	0
23	31	0
14	21	0
28	31	0
10	20	0
33	23	0
26	24	0
28	23	0
35	15	0
18	29	0
37	15	0
9	0	0
30	19	0
29	25	0
35	26	0
8	26	0
8	37	0
7	25	0
26	20	0
27	31	0
29	24	0
35	24	0
33	22	0
32	23	0
38	25	0
36	16	0
27	28	0
31	17	0
29	17	0
30	25	0
16	17	0
1	24	0
29	30	0
8	22	0
34	17	0
27	28	0
21	29	0
11	18	0
12	19	0
14	23	0
22	33	0
30	31	0
23	28	0
35	15	0
31	24	0
22	31	0
33	18	0
10	19	0
18	29	0
16	19	0
8	16	0
17	26	0
18	25	0
18	32	0
30	23	0
31	34	0
39	28	0
35	15	0
28	19	0
28	21	0
36	21	0
27	19	0
39	22	0
16	22	0
27	18	0
28	25	0
32	19	0
26	28	0
25	25	0
26	20	0
33	22	0
12	37	0
30	19	0
28	25	0
27	21	0
38	28	0
24	27	0
29	18	0
36	13	0
33	19	0
35	19	0
36	20	0
24	35	0
35	21	0
20	26	0
36	17	0
17	29	0
37	21	0
18	26	0
7	13	0
32	35	0
31	25	0
30	20	0
30	26	0
25	30	0
25	27	0
12	16	0
37	15	0
27	28	0
16	16	0
38	29	0
26	31	0
10	15	0
9	12	0
33	30	0
24	34	0
31	29	0
30	29	0
31	29	0
4	24	0
22	34	0
39	31	0
30	30	0
28	29	0
37	13	0
22	31	0
14	21	0
23	28	0
26	13	0
39	12	0
18	30	0
12	13	0
36	12	0
20	29	0
15	21	0
14	14	0
21	33	0
32	18	0
22	30	0
27	16	0
26	20	0
33	21	0
29	22	0
31	22	0
11	38	0
18	15	0
16	15	0
26	22	0
37	20	0
36	12	0
29	19	0
34	10	0
32	32	0
18	16	0
8	26	0
29	25	0
31	19	0
30	20	0
7	26	0
6	26	0
26	31	0
10	23	0
6	21	0
17	18	0
19	33	0
36	12	0
32	18	0
24	31	0
30	21	0
9	1	0
25	30	0
29	24	0
28	29	0
25	35	0
27	33	0
16	24	0
2	24	0
18	16	0
3	24	0
21	28	0
16	13	0
7	38	0
15	22	0
31	20	0
31	18	0
20	27	0
11	0	0
10	38	0
9	37	0
10	24	0
15	18	0
15	19	0
16	18	0
38	12	0
39	15	0
4	27	0
0	24	0
37	11	0
27	18	0
27	21	0
12	21	0
26	20	0
28	15	0
13	18	0
12	14	0
34	21	0
25	29	0
27	30	0
26	32	0
26	27	0
33	20	0
34	19	0
29	28	0
37	20	0
13	21	0
21	32	0
10	12	0
10	15	0
8	0	0
15	12	0
36	23	0
26	31	0
36	17	0
39	12	0
29	19	0
19	31	0
12	17	0
34	15	0
3	26	0
28	19	0
22	29	0
19	30	0
